	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
72.50951	35.681	61.397	66.606	62.645	69.338	47.839	43.539	50.643	40.05	65.076	68.574	65.218	69.307	47.982	48.238	49.71	41.907	55.939	69.51	63.719	69.514	47.003	47.036	52.652	32.175	48.887	20.493	49.133	31.153	29.073	31.516	44.908	43.23	19.314	40.901	30.264	29.921	32.898	35.142	38.162	18.525	36.794	20.972	28.935	31.047
72.67602	35.664	61.286	66.24	62.652	69.326	47.689	43.589	50.668	40.012	64.477	68.297	65.49	69.204	48.035	48.178	49.627	42.017	55.856	69.552	63.726	69.757	47.026	47.206	52.768	32.305	48.914	21.045	49.215	30.843	29.255	31.846	44.879	43.165	19.344	40.542	30.621	29.76	33.142	35.335	38.179	18.497	37.159	21.41	28.829	31.262
72.84276	35.743	61.52	66.245	62.51	69.218	47.744	43.672	50.637	39.979	64.685	68.564	65.496	69.153	48.12	48.234	49.658	41.898	56.294	69.616	63.846	69.647	47.226	47.203	52.652	32.152	49.232	20.625	49.561	31.123	29.129	32.099	45.053	43.452	19.359	40.739	30.553	29.723	33.076	35.591	38.289	19.006	37.182	21.107	29.08	31.34
73.00943	35.768	61.484	66.142	62.384	69.425	47.637	43.626	50.556	39.963	64.641	68.545	65.218	69.133	47.982	48.209	49.536	41.965	55.968	69.423	63.979	69.456	46.916	46.862	52.565	32.262	48.945	20.493	49.568	31.066	29.247	31.864	44.966	43.375	19.314	41.104	30.438	29.806	33.101	35.286	38.046	18.438	36.939	21.407	29.109	30.931
73.17624	35.734	61.302	66.272	62.548	69.372	47.645	43.609	50.62	40.034	64.395	68.729	65.288	69.49	48.163	48.387	49.647	41.916	56.28	69.752	63.91	69.641	46.926	47.159	52.884	32.69	48.804	20.767	49.314	31.097	29.278	32.412	44.88	43.241	19.241	40.774	30.353	30.177	33.126	35.214	38.151	18.74	37.275	21.359	28.732	31.218
73.34284	35.866	61.355	66.522	62.57	69.385	47.795	43.674	50.768	39.841	64.646	68.832	65.334	69.216	48.023	48.331	49.933	42.037	56.044	69.74	63.729	69.659	47.019	47.163	52.999	32.213	49.153	20.911	49.377	31.146	29.645	32.314	44.765	43.19	19.472	40.988	30.257	29.875	33.142	35.224	38.134	18.709	37.403	21.819	29.562	30.945
73.50941	35.892	61.395	66.297	62.724	69.532	47.698	43.724	50.67	40.007	65.058	68.432	65.167	69.163	48.041	48.377	49.8	42.056	55.91	69.716	63.854	69.144	46.98	47.21	52.782	32.123	49.112	20.715	49.742	31.58	29.617	32.428	45.155	43.355	19.363	40.78	30.575	29.757	33.371	35.477	38.244	18.947	37.137	22.17	29.33	30.828
73.67618	36.008	61.366	66.644	62.521	69.358	47.842	43.724	50.728	39.949	64.711	68.664	65.34	69.163	48.07	48.319	49.973	41.998	55.939	69.514	63.796	69.607	47.154	47.239	52.984	32.441	48.938	21.091	49.684	31.464	29.183	32.37	45.3	43.297	19.739	41.098	30.98	29.872	33.053	35.39	38.273	19.062	37.281	22.315	28.925	31.059
73.84287	35.946	61.52	66.274	62.655	69.363	47.744	43.585	50.637	40.153	64.656	68.767	65.409	68.688	48.12	48.118	49.89	42.304	55.946	69.79	63.73	69.705	47.08	47.203	52.971	32.501	49.377	21.06	49.939	31.472	29.622	32.302	45.343	43.626	19.678	41.232	30.989	29.81	33.424	35.678	38.579	18.948	37.356	22.065	29.341	31.195
74.00945	35.84	61.691	66.472	62.672	69.352	47.777	43.719	50.747	40.061	64.915	68.576	65.081	68.843	48.062	48.336	49.781	42.28	56.439	69.744	63.715	69.578	46.945	47.144	52.738	32.474	49.158	21.024	49.935	31.59	29.397	31.973	45.516	43.407	19.673	41.069	30.932	30.138	33.522	35.821	38.36	18.851	37.57	22.447	28.935	31.037
74.17619	36.013	61.922	66.385	62.643	69.352	47.719	43.661	50.776	40.234	64.597	68.229	65.369	69.334	47.975	48.25	49.838	42.164	55.746	69.6	63.801	69.376	47.089	47.346	53.056	32.503	49.158	20.678	49.704	31.503	29.657	32.291	45.574	43.493	19.5	41.04	31.192	29.705	33.493	35.821	38.129	18.764	37.339	22.361	29.455	31.124
74.3429	36.002	61.386	66.425	62.635	69.394	47.763	43.75	50.77	40.087	64.779	68.975	65.096	69.215	48.167	48.425	50.018	42.352	56.45	70.172	63.855	69.74	47.303	47.424	53.131	32.613	49.422	21.183	50.043	31.443	29.623	32.533	45.619	43.559	19.772	41.197	31.076	30.272	33.306	35.729	38.37	19.244	37.727	22.475	29.486	31.078
74.50958	35.952	61.413	66.55	62.714	69.471	47.737	43.645	50.595	39.985	64.501	68.572	65.248	68.782	48.081	48.331	49.817	42.124	56.507	69.509	63.585	69.283	47.192	47.106	52.768	32.734	49.009	20.911	49.782	31.319	29.414	32.111	45.285	43.335	19.414	41.133	30.604	29.99	33.171	35.571	38.278	18.651	36.94	22.513	29.215	31.379
74.67623	36.142	61.725	66.525	62.559	69.425	47.858	43.545	50.681	40.148	65.2	68.914	65.047	68.951	48.171	48.211	49.962	42.015	56.099	69.419	63.803	69.255	47.028	47.281	52.983	32.486	49.234	20.914	50.101	31.379	29.591	32.509	45.905	43.549	19.534	41.479	30.952	30.064	33.19	35.592	38.683	19.028	37.259	22.505	28.868	31.226
74.84278	36.081	61.39	66.474	62.51	69.427	47.675	43.738	50.9	40.198	65.265	68.688	65.399	68.754	48.218	48.371	50.031	42.322	56.37	69.655	63.639	69.52	47.249	47.241	52.767	32.915	49.25	21.122	50.551	31.495	29.419	32.363	45.948	43.54	19.772	41.444	30.751	29.947	33.332	35.786	38.764	18.832	37.368	22.884	29.444	31.34
