	MG1655-1	PUTR3-1_1	PUTR4-3_1	PUTR5-6_1	PUTR7-7_1	PUTR8-10_1	cspC-1	proV-1	MG1655-2	PUTR3-1_2	PUTR4-3_2	PUTR5-6_2	PUTR7-7_2	PUTR8-10_2	cspC-2	proV-2	MG1655-3	PUTR3-1_3	PUTR4-3_3	PUTR5-6_3	PUTR7-7_3	PUTR8-10_3	cspC-3	proV-3	yeaR-1	pstS-1	proV_cspC-1	proV_yobF-1	proV_nagC-1	proV_wbbK-1	proV_ptsP-1	proV_ptsP_wbbK-1	yeaR-2	pstS-2	proV_cspC-2	proV_yobF-2	proV_nagC-2	proV_wbbK-2	proV_ptsP-2	proV_ptsP_wbbK-2	yeaR-3	pstS-3	proV_cspC-3	proV_yobF-3	proV_nagC-3	proV_wbbK-3	proV_ptsP-3	proV_ptsP_wbbK-3
67.67561	4.24	52.201	39.478	52.749	48.613	25.921	42.061	6.672	6.444	53.88	38.925	51.023	47.248	79.529	44.768	10.676	8.585	53.313	40.913	52.967	48.249	82.558	41.552	8.603	37.34	6.822	43.19	43.518	4.047	28.708	6.49	3.353	5.999	5.844	39.915	17.932	4.47	17.719	5.462	2.382	2.882	3.532	3.439	2.02	1.26	2.57	2.263	1.36
67.84222	4.134	52.854	38.96	52.8	48.465	26.229	42.587	6.703	6.533	54.65	39.26	51.403	47.291	79.762	44.889	10.769	8.596	53.595	40.59	53.321	48.651	82.547	42.383	8.723	38.14	6.949	43.529	43.392	4.049	29.242	6.496	3.549	6.204	5.853	40.33	17.955	4.499	17.548	5.603	2.409	2.799	3.618	3.467	1.718	1.286	2.596	2.207	1.22
68.00895	4.119	52.619	39.705	52.922	48.227	26.06	42.428	6.632	6.464	53.676	39.101	51.087	47.411	79.682	44.98	10.536	8.775	53.474	40.87	53.279	48.222	82.604	42.253	8.71	37.377	6.939	43.949	43.647	4.06	29.131	6.454	3.561	6.027	5.565	40.5	18.304	4.428	17.648	5.587	2.667	2.727	3.794	3.396	1.92	1.241	2.716	2.217	1.393
68.17554	4.173	52.271	39.282	52.655	48.412	26.145	42.138	6.633	6.595	53.072	39.139	51.339	47.293	79.391	45.007	10.827	8.57	53.078	41.127	53.064	47.937	82.336	42.121	8.671	38.129	6.887	43.731	43.565	4.254	28.929	6.477	3.505	6.066	6.295	40.923	18.297	4.459	17.563	5.45	2.536	2.926	3.493	3.565	1.791	1.497	2.724	2.198	1.433
68.34222	4.334	51.993	39.784	52.789	48.239	25.944	42.286	6.601	6.374	53.812	39.15	51.337	47.12	79.366	45.077	10.827	8.681	52.919	40.316	53.336	48.423	82.862	42.518	8.699	37.372	6.921	43.718	43.882	4.03	28.952	6.639	3.392	6.069	5.748	41.071	18.335	4.454	17.819	5.501	2.529	2.947	3.379	3.669	2.113	1.352	2.662	2.437	1.369
68.50897	4.412	52.61	39.609	52.693	48.391	26.293	42.631	6.734	6.425	53.908	38.591	51.296	47.437	79.43	45.23	10.823	8.649	53.178	40.881	53.46	48.191	82.678	43.082	8.859	37.608	6.833	43.953	43.459	3.944	29.382	6.388	3.525	6.091	5.771	40.649	18.411	4.56	17.758	5.662	2.553	2.806	3.512	3.747	1.89	1.541	2.604	2.351	1.202
68.67561	4.264	52.06	39.213	53.267	48.193	26.049	42.565	6.695	6.36	53.195	38.662	51.267	47.404	79.478	45.113	10.896	8.586	53.209	40.349	53.349	47.995	82.591	42.47	8.714	37.899	6.993	43.726	43.863	3.987	29.143	6.515	3.705	6.111	6.091	41.214	18.436	4.547	17.755	5.485	2.32	2.546	3.473	3.68	1.876	1.362	2.699	2.2	1.351
68.84225	4.213	52.906	39.545	53.099	48.209	25.946	42.461	6.726	6.642	53.415	39.134	51.374	47.365	79.409	45.427	10.879	8.899	53.656	40.574	53.457	48.259	82.662	42.891	8.999	37.657	6.873	44.258	44.26	4.099	29.376	6.55	3.49	6.124	5.963	41.192	18.57	4.686	17.804	5.544	2.485	2.737	3.861	3.571	2.067	1.498	2.808	2.309	1.457
69.00899	4.15	52.55	39.029	53.1	47.827	26.315	42.878	6.773	6.66	54.376	39.057	51.622	47.588	79.536	45.788	11.007	8.697	53.379	40.744	53.76	48.454	82.87	43.17	8.989	38.624	6.972	44.152	44.675	4.092	29.414	6.513	3.565	6.279	5.872	41.28	18.42	4.514	17.874	5.674	2.588	2.84	3.551	3.647	2.061	1.326	2.637	2.302	1.396
69.17563	4.248	52.364	38.924	52.858	47.87	26.183	42.549	6.652	6.507	53.387	38.618	51.241	47.3	79.32	45.586	10.96	8.649	53.343	40.25	53.789	48.356	82.816	43.219	8.887	37.691	6.888	44.118	44.802	4.219	29.41	6.416	3.443	6.228	5.935	41.964	18.411	4.477	17.84	5.662	2.526	2.806	3.512	3.528	2.055	1.431	2.494	2.351	1.339
69.34226	4.153	52.626	39.632	53.092	47.642	26.16	42.681	6.86	6.494	53.62	38.805	51.448	47.263	79.182	45.523	10.754	8.553	52.97	40.848	53.419	48.537	82.895	43.294	8.927	37.713	6.898	44.165	44.602	4.043	29.521	6.458	3.732	6.076	5.894	41.301	18.83	4.521	17.795	5.705	2.433	2.467	3.829	3.682	1.88	1.339	2.731	2.287	1.357
69.50902	4.205	52.348	39.339	52.925	47.824	26.398	42.746	6.746	6.602	53.675	38.788	51.83	47.748	79.377	45.595	11.029	8.526	53.441	40.667	53.665	48.448	82.928	43.09	8.901	37.202	6.932	44.482	44.317	4.065	29.847	6.676	3.619	6.271	5.949	41.34	18.54	4.571	17.859	5.728	2.481	2.734	3.743	3.594	1.818	1.633	2.586	2.307	1.54
69.6757	4.334	52.761	39.318	52.789	47.197	26.438	42.944	6.848	6.539	53.647	38.629	51.392	47.394	79.12	45.598	10.773	8.654	52.836	40.288	53.254	48.286	82.862	43.258	8.891	37.345	7.003	44.952	44.54	4.222	29.473	6.585	3.529	6.151	5.775	41.893	18.582	4.563	17.682	5.556	2.392	2.7	3.461	3.614	1.729	1.38	2.525	2.273	1.342
69.84234	4.111	52.583	39.417	52.967	47.596	26.677	42.851	6.762	6.452	53.414	39.112	51.707	47.656	79.348	45.586	10.878	8.731	53.069	41.1	53.624	48.52	83.035	43.357	8.969	37.416	6.998	44.611	44.61	4.054	29.629	6.882	3.635	6.173	5.99	41.581	18.685	4.56	17.923	5.716	2.471	2.56	3.731	3.665	1.89	1.431	2.576	2.461	1.421
70.00909	4.165	52.528	39.39	53.049	47.349	26.375	42.96	6.844	6.589	53.551	38.673	51.57	47.519	79.567	46.135	10.878	8.677	52.849	40.689	53.871	48.356	82.953	43.603	8.941	38.266	6.915	44.337	44.363	4.027	29.574	6.471	3.689	6.173	6.1	41.964	18.85	4.697	17.923	5.662	2.526	2.806	3.594	3.528	1.808	1.376	2.576	2.269	1.257
70.17561	4.287	52.623	39.367	53.089	47.577	26.618	42.966	6.746	6.657	52.962	38.87	51.61	47.474	79.541	45.869	10.974	8.746	53.387	40.749	53.857	48.832	82.983	43.94	8.956	38.025	6.987	44.208	44.674	4.202	29.902	6.566	3.564	6.353	5.949	42.025	18.869	4.543	18.023	5.728	2.536	2.789	3.469	3.676	2.119	1.441	2.586	2.224	1.375
70.34229	4.264	52.581	39.46	52.993	46.986	27.009	43.087	6.86	6.634	53.113	38.333	51.788	47.706	79.587	45.936	10.951	8.696	53.813	40.897	53.678	48.543	83.084	43.101	8.823	38.146	6.938	45.152	45.591	3.959	29.527	6.68	3.541	6.248	5.871	42.201	18.766	4.656	18.029	5.732	2.567	3.039	3.747	3.625	1.739	1.472	2.589	2.365	1.296
70.509	4.122	52.348	39.202	53.144	46.947	26.892	43.24	7.048	6.657	53.181	38.815	51.61	47.748	79.541	46.225	10.755	8.664	53.195	40.42	53.829	48.613	83.559	44.132	8.983	38.683	7.015	44.482	44.674	4.449	29.929	6.758	3.537	6.408	5.839	42.739	18.787	4.735	18.106	5.728	2.536	2.871	3.743	3.457	1.818	1.551	2.668	2.224	1.458
70.67578	4.228	52.709	39.528	53.312	47.234	26.83	43.234	6.825	6.595	53.154	38.619	51.668	47.567	79.336	46.431	10.854	8.735	53.489	40.497	53.803	48.622	83.158	43.792	8.945	38.102	7.024	44.936	44.632	4.2	29.613	6.778	3.587	6.285	5.967	42.785	18.899	4.706	17.974	5.642	2.618	2.789	3.739	3.674	1.928	1.579	2.806	2.253	1.488
70.84229	4.157	52.191	39.486	53.122	47.186	26.634	43.272	6.755	6.605	53.099	38.849	51.806	47.517	79.398	46.136	10.972	8.934	53.102	40.782	53.831	48.845	83.327	43.499	9.063	39.043	7.083	44.834	44.913	4.075	29.825	6.679	3.653	6.21	6.14	42.658	18.928	4.609	18.114	5.708	2.522	3.378	3.559	3.66	1.833	1.594	2.738	2.404	1.339
71.00913	4.248	52.09	39.225	52.803	47.02	26.677	43.481	6.926	6.617	53.003	39.057	51.735	47.875	79.402	46.272	10.96	8.649	52.767	40.771	53.98	48.794	83.199	43.823	8.859	39.582	7.08	45.269	45.378	4.054	29.958	6.8	3.525	6.228	5.908	42.348	19.069	4.614	18.142	5.716	2.636	2.724	3.539	3.775	2.055	1.541	2.686	2.434	1.448
71.17576	4.064	52.454	39.843	53.169	47.101	27.021	43.554	6.907	6.629	53.182	38.963	51.828	47.932	79.572	46.463	11.14	8.692	53.447	40.788	54.076	48.716	83.455	43.845	9.067	38.695	7.021	46.008	45.514	4.253	29.982	6.674	3.671	6.301	6.032	43.466	19.045	4.812	18.225	5.752	2.639	2.837	3.849	3.615	1.92	1.406	2.633	2.327	1.476
71.34251	4.236	51.804	39.823	52.9	46.82	27.01	43.201	6.778	6.576	52.88	38.668	51.749	47.783	79.264	46.318	10.918	8.717	52.724	40.519	53.775	48.483	83.196	44.418	9.174	38.891	7.035	45.206	45.286	4.015	29.631	6.65	3.431	6.213	6.058	43.082	19.131	4.85	18.151	5.787	2.625	2.851	3.528	3.901	1.962	1.504	2.731	2.205	1.439
71.50916	4.169	52.158	39.483	53.063	47.115	27.068	43.766	6.848	6.594	53.593	38.794	51.913	47.915	79.531	46.366	11.129	8.846	53.494	41.056	54.131	48.78	83.63	44.41	9.193	40.059	7.085	45.774	45.828	4.195	30.323	6.804	3.639	6.316	6.077	43.1	19.24	4.645	18.148	5.72	2.557	2.892	3.817	3.532	1.976	1.626	2.689	2.437	1.671
71.67577	4.24	52.557	39.588	53.16	46.887	26.935	43.596	6.946	6.635	53.113	38.679	51.982	47.686	79.474	46.576	11.197	8.996	53.286	40.42	54.09	48.632	83.572	44.21	9.014	39.696	7.151	45.547	45.792	4.047	29.968	6.627	3.681	6.547	6.172	43.504	19.165	4.771	18.13	5.736	2.464	3.238	3.669	3.521	2.02	1.589	2.679	2.345	1.662
71.84248	4.115	52.541	39.839	53.255	46.84	27.48	44.068	6.93	6.731	52.907	38.547	52.269	47.805	79.421	46.53	11.047	8.901	53.357	40.864	53.967	48.588	83.465	44.465	9.111	40.717	7.14	46.076	45.966	4.305	30.46	6.831	3.693	6.233	5.912	43.374	19.24	4.783	18.23	5.912	2.447	2.563	3.516	3.751	1.893	1.462	2.689	2.3	1.506
72.00907	4.236	52.379	39.44	53.147	46.82	27.119	43.968	6.833	6.96	53.537	39.024	52.106	47.564	79.456	46.893	11.165	8.827	52.943	40.491	53.83	48.894	83.689	44.664	8.954	41.466	7.227	45.644	45.369	4.125	30.535	6.732	3.677	6.158	6.086	43.63	19.241	4.603	18.206	5.869	2.625	2.961	3.528	3.654	2.099	1.531	2.813	2.341	1.522
72.17593	4.056	52.62	39.684	53.142	47.159	27.582	44.218	6.899	6.647	52.989	38.996	52.158	47.606	79.781	46.85	11.075	8.847	52.759	40.601	54.515	48.691	83.993	44.536	9.14	41.28	7.174	46.258	45.463	4.08	29.855	6.748	3.663	6.428	5.94	44.019	19.197	4.75	18.267	5.662	2.578	2.913	3.759	3.883	2.078	1.564	2.682	2.375	1.689
72.34254	4.267	52.639	39.231	53.297	46.969	27.456	43.815	6.836	6.718	53.222	38.843	52.119	47.357	79.31	46.713	11.17	8.968	52.957	40.776	54.09	48.769	83.654	44.429	9.261	40.053	7.205	46.396	45.353	4.266	30.516	6.709	3.681	6.246	5.844	44.216	19.467	4.634	18.321	5.791	2.601	3.265	3.669	3.904	1.801	1.425	2.762	2.208	1.497
72.50917	4.255	52.38	40.103	53.175	46.96	27.487	44.384	6.934	6.787	52.825	38.811	52.106	47.238	79.555	46.841	11.101	8.954	53.489	40.716	54.323	48.54	83.925	44.449	9.109	42.018	7.051	46.195	45.427	4.118	30.106	6.942	3.779	6.367	6.213	44.127	19.694	4.788	18.275	5.642	2.618	2.707	3.629	3.756	2.175	1.689	2.724	2.253	1.488
72.6759	4.071	52.27	39.741	53.503	46.875	27.557	44.653	6.915	6.713	53.373	39.271	52.133	47.427	79.702	47.249	11.165	8.827	52.943	40.902	54.186	48.757	83.936	44.363	9.091	41.712	7.227	45.562	45.752	4.262	30.507	6.869	3.705	6.378	6.086	44.534	19.405	4.686	18.315	5.787	2.598	3.152	3.5	3.764	1.935	1.531	2.731	2.424	1.659
72.84244	4.13	52.383	39.923	53.341	47.077	27.975	44.394	7.083	6.933	53.263	39.041	52.134	47.49	79.589	47.066	11.3	8.88	53.567	40.59	54.269	48.572	84.039	45.058	9.145	41.478	7.166	46.038	46.09	4.239	30.153	6.788	3.681	6.265	6.112	44.464	19.284	4.663	18.333	5.873	2.577	2.94	3.723	3.797	1.942	1.594	2.793	2.239	1.394
73.00919	4.169	52.322	39.839	53.392	46.95	27.891	44.671	6.93	6.703	53.647	38.465	52.269	47.641	79.695	47.353	11.102	8.901	53.33	40.974	54.296	48.752	84.041	44.712	9.056	42.28	7.223	46.241	46.404	4.277	30.625	6.831	3.721	6.48	6.269	44.772	19.487	4.728	18.422	5.748	2.749	2.892	3.653	3.614	1.784	1.544	2.854	2.3	1.451
73.17587	4.095	52.787	39.339	53.364	46.947	28.071	44.858	6.938	6.794	53.428	39.638	52.461	47.474	79.623	47.048	11.358	8.993	53.222	40.804	54.433	48.805	83.915	45.064	9.203	42.935	7.234	46.539	45.908	4.202	30.505	6.895	3.756	6.326	6.278	44.796	19.5	4.708	18.325	5.756	2.619	2.981	3.825	3.758	1.982	1.715	2.86	2.389	1.375
73.34261	4.276	52.401	39.327	53.389	46.94	28.021	44.739	7.036	6.977	53.264	38.694	52.405	47.633	79.699	47.372	11.213	9.012	53.198	40.848	54.378	48.581	83.966	45.167	9.14	42.9	7.257	46.423	46.396	4.135	30.678	7.022	3.855	6.428	6.352	45.254	19.609	4.722	18.624	5.772	2.66	3.105	4.088	3.691	2.078	1.619	2.709	2.375	1.662
73.50923	4.252	52.596	39.62	53.337	47.115	28.055	44.781	7.04	6.786	52.989	39.315	52.488	47.531	79.613	47.545	11.102	8.983	53.275	40.727	54.159	48.67	83.877	45.123	9.303	43.569	7.168	46.487	46.212	4.113	30.707	6.886	3.611	6.398	6.186	45.512	19.432	4.645	18.477	5.912	2.721	3.194	3.653	3.751	1.948	1.846	2.744	2.355	1.753
73.67595	4.248	52.254	39.499	53.296	46.746	28.239	44.605	7.091	6.617	52.921	39.057	52.639	47.354	79.676	47.587	11.097	8.896	53.672	40.552	54.583	48.493	83.857	45.248	9.353	44.571	7.244	46.475	45.981	4.383	30.451	6.909	3.689	6.338	6.401	45.254	19.507	4.806	18.471	5.881	2.608	2.943	3.594	4.021	1.863	1.76	2.576	2.351	1.668
73.84267	4.44	52.538	39.217	53.334	47.269	28.488	44.822	7.063	6.73	53.566	39.134	52.652	47.688	79.864	47.838	11.24	9.012	52.924	40.464	54.597	48.663	84.13	45.332	9.496	43.476	7.284	46.615	45.902	4.3	30.843	7.022	3.718	6.566	6.187	45.474	19.691	4.805	18.542	5.991	2.742	2.913	3.841	3.636	2.215	1.729	2.791	2.32	1.607
74.00922	4.099	52.361	39.185	53.267	46.876	28.436	45.089	7.134	6.744	53.634	39.238	52.474	47.486	79.642	47.637	11.39	9.08	53.127	40.842	54.172	48.626	83.907	45.652	9.235	44.126	7.24	46.551	46.908	4.289	30.651	6.927	3.897	6.495	6.173	46.234	19.616	4.903	18.606	6.007	2.649	2.957	3.665	3.789	1.821	1.773	2.672	2.2	1.378
74.176	4.221	52.511	39.464	53.334	47.297	28.405	45.206	7.118	6.675	53.676	38.749	52.405	47.825	79.946	47.866	11.405	9.095	53.363	40.93	54.57	48.608	84.048	45.167	9.249	44.163	7.12	46.56	46.286	4.163	30.87	6.995	3.91	6.456	6.215	45.584	19.856	4.668	18.515	5.909	2.825	3.05	3.759	3.718	1.996	1.646	2.846	2.238	1.689
74.34269	4.158	52.329	39.435	53.621	47.494	28.446	45.044	7.138	6.944	52.893	39.271	52.72	47.86	79.876	47.598	11.264	9.037	52.859	41.398	54.749	48.727	83.981	45.419	9.356	45.515	7.203	46.731	46.513	4.182	30.311	7.017	3.683	6.316	6.156	46.193	19.587	4.686	18.711	6.121	2.677	3.204	3.641	3.791	2.15	1.663	2.726	2.419	1.485
74.50935	4.221	53.005	39.739	53.472	47.104	28.378	45.014	6.981	6.757	53.182	38.914	52.57	47.523	79.726	47.838	11.322	9.012	53.28	40.546	54.652	48.663	84.295	45.771	9.222	44.712	7.257	46.862	46.451	4.218	30.706	7.022	3.718	6.566	6.105	46.709	19.938	4.75	18.515	5.854	2.55	2.995	4.006	3.938	1.996	1.536	2.627	2.32	1.744
74.67608	4.115	52.925	39.4	53.255	47.444	28.604	45.192	7.04	6.703	53.428	39.205	52.598	47.614	79.86	47.764	11.431	8.983	53.028	40.7	54.817	48.615	84.206	45.452	9.275	44.967	7.168	46.624	46.706	4.222	31.063	6.886	3.968	6.425	6.159	46.198	19.733	4.7	18.587	5.967	2.557	3.44	3.817	3.751	2.03	1.791	2.744	2.382	1.726
74.84259	4.221	52.62	39.547	53.472	47.544	28.707	45.206	7.036	6.757	53.511	39.353	52.487	47.386	79.864	47.893	11.377	8.93	52.951	40.958	54.652	48.581	84.158	45.359	9.222	45.151	7.367	47.274	46.89	4.327	30.623	6.94	3.827	6.511	6.379	46.544	19.938	4.832	18.762	5.909	2.632	3.214	4.116	3.855	1.996	1.729	2.709	2.292	1.525
75.0093	4.44	52.318	39.492	53.307	47.379	28.707	45.206	7.201	6.894	53.401	39.134	52.405	47.688	79.809	47.976	11.377	8.957	53.033	40.93	54.597	48.279	84.158	45.881	9.332	44.904	7.367	47.192	46.314	4.163	30.87	7.022	3.827	6.428	6.352	47.011	19.718	4.805	18.624	5.854	2.825	2.913	3.951	3.855	1.886	1.481	2.764	2.375	1.772
75.17611	4.123	52.495	39.029	53.32	47.14	28.732	45.378	7.24	7.182	53.058	39.167	52.72	47.753	80.03	47.903	11.309	9.054	52.912	41.046	54.556	48.619	84.134	45.89	9.319	45.435	7.521	47.036	46.076	4.229	31.144	7.118	3.757	6.608	6.201	47.075	19.903	4.734	18.616	5.866	2.725	3.39	3.578	3.784	2.143	1.738	2.692	2.467	1.781
75.34262	4.197	52.349	39.428	53.584	47.361	28.604	45.521	7.122	6.731	52.907	38.766	52.68	47.751	79.86	48.313	11.376	8.983	53.33	40.864	54.433	48.615	84.096	45.726	9.385	45.131	7.25	46.761	46.98	4.277	31.036	6.996	3.885	6.535	6.104	47.103	19.925	4.783	18.642	5.885	2.639	3.111	3.653	3.696	2.058	1.873	2.744	2.3	1.671
75.50931	4.229	52.811	39.788	53.691	46.936	28.916	45.476	6.989	6.766	52.88	39.018	52.789	47.768	80.066	48.138	11.469	9.022	53.639	40.65	54.927	48.771	84.114	45.905	9.506	46.713	7.268	47.628	47.052	4.335	31.218	7.086	4.275	6.438	6.444	47.722	20.226	4.922	18.802	5.999	2.832	3.002	3.712	3.78	2.167	1.9	2.716	2.381	1.558
75.67596	4.209	52.663	40.2	53.514	47.151	28.793	45.501	7.134	7.073	53.552	38.991	52.913	47.788	80.109	48.322	11.527	9.162	53.813	41.062	54.611	48.735	83.935	45.68	9.537	46.595	7.349	47.21	46.743	4.234	31.392	7.146	3.76	6.44	6.283	47.496	20.0	4.711	18.825	5.979	3.143	3.039	3.665	3.762	1.958	1.719	2.754	2.529	1.515
75.84267	4.229	52.619	40.255	53.663	47.211	28.998	45.613	7.071	6.848	53.539	39.403	53.036	47.658	80.094	48.385	11.469	9.104	53.035	41.557	54.762	48.881	83.867	46.125	9.314	45.835	7.515	47.518	46.585	4.308	31.135	6.949	3.945	6.438	6.444	47.804	20.281	4.812	18.719	5.917	2.667	2.837	3.629	3.808	1.975	1.982	2.798	2.464	1.558
76.00947	4.205	52.266	39.614	53.693	47.303	29.141	45.681	7.185	6.959	52.88	39.83	52.598	47.913	80.144	48.639	11.468	9.02	53.633	41.215	55.009	48.778	83.888	46.134	9.477	46.226	7.399	48.541	46.84	4.23	31.301	7.087	3.893	6.435	6.47	47.621	19.993	4.79	18.819	6.057	2.646	2.981	3.688	3.621	1.982	1.468	2.86	2.361	1.595
76.17606	4.217	53.266	39.646	53.568	47.202	28.919	45.853	7.114	6.67	53.085	39.26	52.995	47.977	80.146	48.951	11.482	8.952	53.485	40.755	54.721	48.733	83.315	46.033	9.464	46.511	7.361	47.838	46.713	4.241	31.328	7.1	3.906	6.451	6.265	47.904	20.123	4.801	18.838	5.987	2.849	3.787	3.7	3.852	2.13	1.561	2.706	2.371	1.768
76.34286	4.193	52.62	39.492	53.719	47.187	29.339	45.892	7.283	6.812	53.099	39.628	53.174	47.907	80.248	48.525	11.405	9.122	53.527	40.766	54.844	48.746	83.389	45.689	9.469	47.017	7.367	47.411	46.561	4.327	31.364	7.105	4.019	6.648	6.379	47.862	20.103	4.722	18.762	6.101	2.77	2.885	3.704	4.13	1.968	1.646	2.709	2.539	1.772
76.50945	4.279	52.349	39.702	53.666	47.142	29.262	45.877	7.204	6.813	52.907	39.123	53.201	47.833	80.271	48.477	11.513	9.147	53.33	41.358	54.734	48.862	83.465	46.219	9.44	47.434	7.387	47.831	47.117	4.277	31.036	7.215	3.831	6.727	6.269	48.117	20.007	4.783	18.834	5.995	2.721	3.276	3.735	3.861	2.058	1.626	2.854	2.437	1.726
76.6761	4.299	52.58	39.673	53.568	47.422	29.468	46.018	7.142	6.89	52.893	39.095	53.023	48.032	80.366	48.704	11.372	9.199	53.65	41.111	54.639	48.651	83.233	45.869	9.409	47.005	7.333	48.058	46.768	4.214	31.081	7.237	3.933	6.506	6.183	48.344	19.959	4.636	18.755	6.069	2.656	2.909	3.48	3.879	2.13	1.615	2.953	2.481	1.659
